DataYear|DistrictCouNum|DistrictCountyName|districtNumber|districtType|DistrictName|schoolNumber|SchoolName|ECSUNumber|EconomicDevelopmentRegion|Grade|K12Enr|FreeK12|RedK12|LEPIdentifiedK12|LEPServedK12|SPEK12|PK12Enr|FreePK12|RedPK12|LEPIdentifiedPK12|LEPServedPK12|SPEPK12|SchoolLocationCountyNumber|SchoolLocationCountyName|MinMaxGrade|SchoolClassification
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|507|EAST UNION ELEMENTARY              |11|11|01|36|3||||2|36|3||||2|10|Carver                                       |01-05|10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|507|EAST UNION ELEMENTARY              |11|11|02|42|1|1|||3|42|1|1|||3|10|Carver                                       |01-05|10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|507|EAST UNION ELEMENTARY              |11|11|03|44|2|1|||8|44|2|1|||8|10|Carver                                       |01-05|10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|507|EAST UNION ELEMENTARY              |11|11|04|35|3|1|||3|35|3|1|||3|10|Carver                                       |01-05|10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|507|EAST UNION ELEMENTARY              |11|11|05|45|1|2|||7|45|1|2|||7|10|Carver                                       |01-05|10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|507|EAST UNION ELEMENTARY              |11|11|All Grades|202|10|5|||23|202|10|5|||23|10|Carver                                       |01-05|10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|508|UNIQUE LEARNERS                    |11|11|PK|||||||126|20||||126|10|Carver                                       |PK-PK|50
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|508|UNIQUE LEARNERS                    |11|11|All Grades|||||||126|20||||126|10|Carver                                       |PK-PK|50
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|509|KINDERGARTEN CENTER                |11|11|KG|373|66|9|43|42|23|373|66|9|43|42|23|10|Carver                                       |KG-KG|10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|509|KINDERGARTEN CENTER                |11|11|All Grades|373|66|9|43|42|23|373|66|9|43|42|23|10|Carver                                       |KG-KG|10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|510|BLUFF CREEK ELEMENTARY             |11|11|KG|44|9|1|4|4|3|44|9|1|4|4|3|10|Carver                                       |KG-05|10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|510|BLUFF CREEK ELEMENTARY             |11|11|01|90|11|3|9|9|4|90|11|3|9|9|4|10|Carver                                       |KG-05|10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|510|BLUFF CREEK ELEMENTARY             |11|11|02|96|12|2|11|11|7|96|12|2|11|11|7|10|Carver                                       |KG-05|10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|510|BLUFF CREEK ELEMENTARY             |11|11|03|107|15||6|5|16|107|15||6|5|16|10|Carver                                       |KG-05|10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|510|BLUFF CREEK ELEMENTARY             |11|11|04|92|9|1|5|5|7|92|9|1|5|5|7|10|Carver                                       |KG-05|10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|510|BLUFF CREEK ELEMENTARY             |11|11|05|107|24|4|10|10|24|107|24|4|10|10|24|10|Carver                                       |KG-05|10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|510|BLUFF CREEK ELEMENTARY             |11|11|All Grades|536|80|11|45|44|61|536|80|11|45|44|61|10|Carver                                       |KG-05|10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|511|CLOVER RIDGE ELEMENTARY            |11|11|01|133|14|9|15|14|15|133|14|9|15|14|15|10|Carver                                       |01-05|10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|511|CLOVER RIDGE ELEMENTARY            |11|11|02|148|21|7|9|9|12|148|21|7|9|9|12|10|Carver                                       |01-05|10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|511|CLOVER RIDGE ELEMENTARY            |11|11|03|142|19|7|7|7|14|142|19|7|7|7|14|10|Carver                                       |01-05|10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|511|CLOVER RIDGE ELEMENTARY            |11|11|04|150|22|7|9|9|18|150|22|7|9|9|18|10|Carver                                       |01-05|10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|511|CLOVER RIDGE ELEMENTARY            |11|11|05|128|16|7|4|4|16|128|16|7|4|4|16|10|Carver                                       |01-05|10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|511|CLOVER RIDGE ELEMENTARY            |11|11|All Grades|701|92|37|44|43|75|701|92|37|44|43|75|10|Carver                                       |01-05|10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|512|VICTORIA ELEMENTARY                |11|11|KG|65|8|3|4|3|8|65|8|3|4|3|8|10|Carver                                       |KG-05|10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|512|VICTORIA ELEMENTARY                |11|11|01|114|14||6|5|8|114|14||6|5|8|10|Carver                                       |KG-05|10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|512|VICTORIA ELEMENTARY                |11|11|02|112|16|2|9|9|9|112|16|2|9|9|9|10|Carver                                       |KG-05|10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|512|VICTORIA ELEMENTARY                |11|11|03|148|12|4|7|7|13|148|12|4|7|7|13|10|Carver                                       |KG-05|10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|512|VICTORIA ELEMENTARY                |11|11|04|125|11|2|3|3|14|125|11|2|3|3|14|10|Carver                                       |KG-05|10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|512|VICTORIA ELEMENTARY                |11|11|05|108|13|5|6|6|11|108|13|5|6|6|11|10|Carver                                       |KG-05|10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|512|VICTORIA ELEMENTARY                |11|11|All Grades|672|74|16|35|33|63|672|74|16|35|33|63|10|Carver                                       |KG-05|10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|513|JONATHAN ELEMENTARY                |11|11|KG|44|8|3|3|3|4|44|8|3|3|3|4|10|Carver                                       |KG-05|10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|513|JONATHAN ELEMENTARY                |11|11|01|94|13|4|5|5|11|94|13|4|5|5|11|10|Carver                                       |KG-05|10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|513|JONATHAN ELEMENTARY                |11|11|02|99|19|3|8|8|10|99|19|3|8|8|10|10|Carver                                       |KG-05|10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|513|JONATHAN ELEMENTARY                |11|11|03|112|13|3|4|4|13|112|13|3|4|4|13|10|Carver                                       |KG-05|10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|513|JONATHAN ELEMENTARY                |11|11|04|96|11|3|4|4|17|96|11|3|4|4|17|10|Carver                                       |KG-05|10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|513|JONATHAN ELEMENTARY                |11|11|05|100|19|4|9|9|15|100|19|4|9|9|15|10|Carver                                       |KG-05|10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|513|JONATHAN ELEMENTARY                |11|11|All Grades|545|83|20|33|33|70|545|83|20|33|33|70|10|Carver                                       |KG-05|10
12-13|11|Cass                                         |0113|01|WALKER-HACKENSACK-AKELEY SCHL. DIST|010|W.H.A. ELEMENTARY                  |05|05|PK|||||||14|7||||14|11|Cass                                         |PK-06|10
12-13|11|Cass                                         |0113|01|WALKER-HACKENSACK-AKELEY SCHL. DIST|010|W.H.A. ELEMENTARY                  |05|05|KG|63|33|6|||7|63|33|6|||7|11|Cass                                         |PK-06|10
12-13|11|Cass                                         |0113|01|WALKER-HACKENSACK-AKELEY SCHL. DIST|010|W.H.A. ELEMENTARY                  |05|05|01|54|32|4|||7|54|32|4|||7|11|Cass                                         |PK-06|10
12-13|11|Cass                                         |0113|01|WALKER-HACKENSACK-AKELEY SCHL. DIST|010|W.H.A. ELEMENTARY                  |05|05|02|56|29|6|||11|56|29|6|||11|11|Cass                                         |PK-06|10
12-13|11|Cass                                         |0113|01|WALKER-HACKENSACK-AKELEY SCHL. DIST|010|W.H.A. ELEMENTARY                  |05|05|03|62|28|5|||13|62|28|5|||13|11|Cass                                         |PK-06|10
12-13|11|Cass                                         |0113|01|WALKER-HACKENSACK-AKELEY SCHL. DIST|010|W.H.A. ELEMENTARY                  |05|05|04|70|31|6|||16|70|31|6|||16|11|Cass                                         |PK-06|10
12-13|11|Cass                                         |0113|01|WALKER-HACKENSACK-AKELEY SCHL. DIST|010|W.H.A. ELEMENTARY                  |05|05|05|59|23|3|||13|59|23|3|||13|11|Cass                                         |PK-06|10
12-13|11|Cass                                         |0113|01|WALKER-HACKENSACK-AKELEY SCHL. DIST|010|W.H.A. ELEMENTARY                  |05|05|06|70|24|10|||10|70|24|10|||10|11|Cass                                         |PK-06|10
12-13|11|Cass                                         |0113|01|WALKER-HACKENSACK-AKELEY SCHL. DIST|010|W.H.A. ELEMENTARY                  |05|05|All Grades|434|200|40|||77|448|207|40|||91|11|Cass                                         |PK-06|10
12-13|11|Cass                                         |0113|01|WALKER-HACKENSACK-AKELEY SCHL. DIST|020|WALKER-HACKENSACK-AKELEY SEC.      |05|05|07|69|23|7|||11|69|23|7|||11|11|Cass                                         |07-12|33
12-13|11|Cass                                         |0113|01|WALKER-HACKENSACK-AKELEY SCHL. DIST|020|WALKER-HACKENSACK-AKELEY SEC.      |05|05|08|59|26|6|1|1|17|59|26|6|1|1|17|11|Cass                                         |07-12|33
12-13|11|Cass                                         |0113|01|WALKER-HACKENSACK-AKELEY SCHL. DIST|020|WALKER-HACKENSACK-AKELEY SEC.      |05|05|09|68|22|9|||7|68|22|9|||7|11|Cass                                         |07-12|33
12-13|11|Cass                                         |0113|01|WALKER-HACKENSACK-AKELEY SCHL. DIST|020|WALKER-HACKENSACK-AKELEY SEC.      |05|05|10|57|18|6|1|1|10|57|18|6|1|1|10|11|Cass                                         |07-12|33
12-13|11|Cass                                         |0113|01|WALKER-HACKENSACK-AKELEY SCHL. DIST|020|WALKER-HACKENSACK-AKELEY SEC.      |05|05|11|47|11|4|||6|47|11|4|||6|11|Cass                                         |07-12|33
12-13|11|Cass                                         |0113|01|WALKER-HACKENSACK-AKELEY SCHL. DIST|020|WALKER-HACKENSACK-AKELEY SEC.      |05|05|12|46|9|6|||8|46|9|6|||8|11|Cass                                         |07-12|33
12-13|11|Cass                                         |0113|01|WALKER-HACKENSACK-AKELEY SCHL. DIST|020|WALKER-HACKENSACK-AKELEY SEC.      |05|05|All Grades|346|109|38|2|2|59|346|109|38|2|2|59|11|Cass                                         |07-12|33
12-13|11|Cass                                         |0115|01|CASS LAKE-BENA PUBLIC SCHOOLS      |010|CASS LAKE-BENA ELEMENTARY          |05|05|PK|||||||11|9||||11|11|Cass                                         |PK-04|10
12-13|11|Cass                                         |0115|01|CASS LAKE-BENA PUBLIC SCHOOLS      |010|CASS LAKE-BENA ELEMENTARY          |05|05|KG|120|105|1|||12|120|105|1|||12|11|Cass                                         |PK-04|10
12-13|11|Cass                                         |0115|01|CASS LAKE-BENA PUBLIC SCHOOLS      |010|CASS LAKE-BENA ELEMENTARY          |05|05|01|105|83|7|||8|105|83|7|||8|11|Cass                                         |PK-04|10
12-13|11|Cass                                         |0115|01|CASS LAKE-BENA PUBLIC SCHOOLS      |010|CASS LAKE-BENA ELEMENTARY          |05|05|02|109|90|3|||13|109|90|3|||13|11|Cass                                         |PK-04|10
12-13|11|Cass                                         |0115|01|CASS LAKE-BENA PUBLIC SCHOOLS      |010|CASS LAKE-BENA ELEMENTARY          |05|05|03|108|88|3|||21|108|88|3|||21|11|Cass                                         |PK-04|10
12-13|11|Cass                                         |0115|01|CASS LAKE-BENA PUBLIC SCHOOLS      |010|CASS LAKE-BENA ELEMENTARY          |05|05|04|94|76|4|||18|94|76|4|||18|11|Cass                                         |PK-04|10
12-13|11|Cass                                         |0115|01|CASS LAKE-BENA PUBLIC SCHOOLS      |010|CASS LAKE-BENA ELEMENTARY          |05|05|All Grades|536|442|18|||72|547|451|18|||83|11|Cass                                         |PK-04|10
12-13|11|Cass                                         |0115|01|CASS LAKE-BENA PUBLIC SCHOOLS      |020|CASS LAKE-BENA MIDDLE SCHOOL       |05|05|05|93|77|3|||28|93|77|3|||28|11|Cass                                         |05-08|20
12-13|11|Cass                                         |0115|01|CASS LAKE-BENA PUBLIC SCHOOLS      |020|CASS LAKE-BENA MIDDLE SCHOOL       |05|05|06|82|66|2|||30|82|66|2|||30|11|Cass                                         |05-08|20
12-13|11|Cass                                         |0115|01|CASS LAKE-BENA PUBLIC SCHOOLS      |020|CASS LAKE-BENA MIDDLE SCHOOL       |05|05|07|80|61|6|||28|80|61|6|||28|11|Cass                                         |05-08|20
12-13|11|Cass                                         |0115|01|CASS LAKE-BENA PUBLIC SCHOOLS      |020|CASS LAKE-BENA MIDDLE SCHOOL       |05|05|08|64|46|5|||18|64|46|5|||18|11|Cass                                         |05-08|20
12-13|11|Cass                                         |0115|01|CASS LAKE-BENA PUBLIC SCHOOLS      |020|CASS LAKE-BENA MIDDLE SCHOOL       |05|05|All Grades|319|250|16|||104|319|250|16|||104|11|Cass                                         |05-08|20
