DataYear|DistrictCountyNumber|DistrictCountyName|districtNumber|districtType|DistrictName|schoolNumber|SchoolName|ECSUNumber|EconomicDevelopmentRegion|Grade|AMI_Male|AMI_Female|API_Male|API_Female|HIS_Male|HIS_Female|BLK_Male|BLK_Female|WHT_Male|WHT_Female|TotalMale|TotalFemale|TotalMinority|TotalStudents|Entity|MinMaxGrade|SchoolLocationCountyNumber|SchoolLocationCountyName|SchoolClassification
12-13|10|Carver                                       |0108|01|CENTRAL PUBLIC SCHOOL DISTRICT     |020|CENTRAL SENIOR HIGH                |11|11|09|0|0|1|1|4|2|2|0|48|38|55|41|10|96|School|09-12|10|Carver                                       |32
12-13|10|Carver                                       |0108|01|CENTRAL PUBLIC SCHOOL DISTRICT     |020|CENTRAL SENIOR HIGH                |11|11|10|0|0|0|0|2|2|2|0|28|31|32|33|6|65|School|09-12|10|Carver                                       |32
12-13|10|Carver                                       |0108|01|CENTRAL PUBLIC SCHOOL DISTRICT     |020|CENTRAL SENIOR HIGH                |11|11|11|0|0|1|1|3|2|0|0|46|54|50|57|7|107|School|09-12|10|Carver                                       |32
12-13|10|Carver                                       |0108|01|CENTRAL PUBLIC SCHOOL DISTRICT     |020|CENTRAL SENIOR HIGH                |11|11|12|0|0|1|1|3|1|1|0|36|30|41|32|7|73|School|09-12|10|Carver                                       |32
12-13|10|Carver                                       |0108|01|CENTRAL PUBLIC SCHOOL DISTRICT     |020|CENTRAL SENIOR HIGH                |11|11|All Grades|0|0|3|3|12|7|5|0|158|153|178|163|30|341|School|09-12|10|Carver                                       |32
12-13|10|Carver                                       |0108|01|CENTRAL PUBLIC SCHOOL DISTRICT     |030|CENTRAL MIDDLE                     |11|11|06|0|0|1|0|2|1|0|1|23|33|26|35|5|61|School|06-08|10|Carver                                       |20
12-13|10|Carver                                       |0108|01|CENTRAL PUBLIC SCHOOL DISTRICT     |030|CENTRAL MIDDLE                     |11|11|07|0|1|1|2|0|2|0|0|41|34|42|39|6|81|School|06-08|10|Carver                                       |20
12-13|10|Carver                                       |0108|01|CENTRAL PUBLIC SCHOOL DISTRICT     |030|CENTRAL MIDDLE                     |11|11|08|1|0|1|2|3|3|0|0|26|28|31|33|10|64|School|06-08|10|Carver                                       |20
12-13|10|Carver                                       |0108|01|CENTRAL PUBLIC SCHOOL DISTRICT     |030|CENTRAL MIDDLE                     |11|11|All Grades|1|1|3|4|5|6|0|1|90|95|99|107|21|206|School|06-08|10|Carver                                       |20
12-13|10|Carver                                       |0108|01|CENTRAL PUBLIC SCHOOL DISTRICT     |040|CENTRAL ELEMENTARY                 |11|11|PK|0|0|0|0|0|0|1|0|19|12|20|12|1|32|School|PK-05|10|Carver                                       |10
12-13|10|Carver                                       |0108|01|CENTRAL PUBLIC SCHOOL DISTRICT     |040|CENTRAL ELEMENTARY                 |11|11|KG|0|0|0|0|2|4|0|2|43|40|45|46|8|91|School|PK-05|10|Carver                                       |10
12-13|10|Carver                                       |0108|01|CENTRAL PUBLIC SCHOOL DISTRICT     |040|CENTRAL ELEMENTARY                 |11|11|01|0|1|0|0|2|3|0|1|29|32|31|37|7|68|School|PK-05|10|Carver                                       |10
12-13|10|Carver                                       |0108|01|CENTRAL PUBLIC SCHOOL DISTRICT     |040|CENTRAL ELEMENTARY                 |11|11|02|0|0|1|0|3|1|1|1|35|36|40|38|7|78|School|PK-05|10|Carver                                       |10
12-13|10|Carver                                       |0108|01|CENTRAL PUBLIC SCHOOL DISTRICT     |040|CENTRAL ELEMENTARY                 |11|11|03|0|0|2|0|2|4|0|1|24|33|28|38|9|66|School|PK-05|10|Carver                                       |10
12-13|10|Carver                                       |0108|01|CENTRAL PUBLIC SCHOOL DISTRICT     |040|CENTRAL ELEMENTARY                 |11|11|04|0|0|3|1|0|0|1|0|33|28|37|29|5|66|School|PK-05|10|Carver                                       |10
12-13|10|Carver                                       |0108|01|CENTRAL PUBLIC SCHOOL DISTRICT     |040|CENTRAL ELEMENTARY                 |11|11|05|0|0|0|1|0|5|0|1|35|31|35|38|7|73|School|PK-05|10|Carver                                       |10
12-13|10|Carver                                       |0108|01|CENTRAL PUBLIC SCHOOL DISTRICT     |040|CENTRAL ELEMENTARY                 |11|11|All Grades|0|1|6|2|9|17|3|6|218|212|236|238|44|474|School|PK-05|10|Carver                                       |10
12-13|10|Carver                                       |0110|01|WACONIA PUBLIC SCHOOL DISTRICT     |110|SOUTHVIEW ELEMENTARY               |11|11|KG|0|0|0|1|0|1|0|1|54|51|54|54|3|108|School|KG-04|10|Carver                                       |10
12-13|10|Carver                                       |0110|01|WACONIA PUBLIC SCHOOL DISTRICT     |110|SOUTHVIEW ELEMENTARY               |11|11|01|0|0|1|2|2|1|1|1|73|66|77|70|8|147|School|KG-04|10|Carver                                       |10
12-13|10|Carver                                       |0110|01|WACONIA PUBLIC SCHOOL DISTRICT     |110|SOUTHVIEW ELEMENTARY               |11|11|02|0|0|2|1|2|0|1|0|55|62|60|63|6|123|School|KG-04|10|Carver                                       |10
12-13|10|Carver                                       |0110|01|WACONIA PUBLIC SCHOOL DISTRICT     |110|SOUTHVIEW ELEMENTARY               |11|11|03|0|0|2|1|1|2|1|0|76|60|80|63|7|143|School|KG-04|10|Carver                                       |10
12-13|10|Carver                                       |0110|01|WACONIA PUBLIC SCHOOL DISTRICT     |110|SOUTHVIEW ELEMENTARY               |11|11|04|0|0|2|2|2|4|0|1|60|46|64|53|11|117|School|KG-04|10|Carver                                       |10
12-13|10|Carver                                       |0110|01|WACONIA PUBLIC SCHOOL DISTRICT     |110|SOUTHVIEW ELEMENTARY               |11|11|All Grades|0|0|7|7|7|8|3|3|318|285|335|303|35|638|School|KG-04|10|Carver                                       |10
12-13|10|Carver                                       |0110|01|WACONIA PUBLIC SCHOOL DISTRICT     |115|EARLY CHILDHOOD SPECIAL EDUCATION  |11|11|PK|0|0|0|0|1|0|2|1|27|14|30|15|4|45|School|PK-PK|10|Carver                                       |50
12-13|10|Carver                                       |0110|01|WACONIA PUBLIC SCHOOL DISTRICT     |115|EARLY CHILDHOOD SPECIAL EDUCATION  |11|11|All Grades|0|0|0|0|1|0|2|1|27|14|30|15|4|45|School|PK-PK|10|Carver                                       |50
12-13|10|Carver                                       |0110|01|WACONIA PUBLIC SCHOOL DISTRICT     |120|BAYVIEW ELEMENTARY                 |11|11|KG|0|0|2|0|3|6|2|0|71|67|78|73|13|151|School|KG-04|10|Carver                                       |10
12-13|10|Carver                                       |0110|01|WACONIA PUBLIC SCHOOL DISTRICT     |120|BAYVIEW ELEMENTARY                 |11|11|01|0|0|2|1|1|2|1|2|68|62|72|67|9|139|School|KG-04|10|Carver                                       |10
12-13|10|Carver                                       |0110|01|WACONIA PUBLIC SCHOOL DISTRICT     |120|BAYVIEW ELEMENTARY                 |11|11|02|0|1|1|1|4|1|0|0|72|61|77|64|8|141|School|KG-04|10|Carver                                       |10
12-13|10|Carver                                       |0110|01|WACONIA PUBLIC SCHOOL DISTRICT     |120|BAYVIEW ELEMENTARY                 |11|11|03|1|0|0|1|4|0|0|1|62|49|67|51|7|118|School|KG-04|10|Carver                                       |10
12-13|10|Carver                                       |0110|01|WACONIA PUBLIC SCHOOL DISTRICT     |120|BAYVIEW ELEMENTARY                 |11|11|04|0|0|3|0|3|4|0|0|69|66|75|70|10|145|School|KG-04|10|Carver                                       |10
12-13|10|Carver                                       |0110|01|WACONIA PUBLIC SCHOOL DISTRICT     |120|BAYVIEW ELEMENTARY                 |11|11|All Grades|1|1|8|3|15|13|3|3|342|305|369|325|47|694|School|KG-04|10|Carver                                       |10
12-13|10|Carver                                       |0110|01|WACONIA PUBLIC SCHOOL DISTRICT     |220|CLEARWATER MIDDLE                  |11|11|05|0|2|1|1|2|4|5|0|141|132|149|139|15|288|School|05-08|10|Carver                                       |20
12-13|10|Carver                                       |0110|01|WACONIA PUBLIC SCHOOL DISTRICT     |220|CLEARWATER MIDDLE                  |11|11|06|2|0|3|2|7|1|2|2|156|123|170|128|19|298|School|05-08|10|Carver                                       |20
12-13|10|Carver                                       |0110|01|WACONIA PUBLIC SCHOOL DISTRICT     |220|CLEARWATER MIDDLE                  |11|11|07|0|1|4|1|5|3|1|1|112|124|122|130|16|252|School|05-08|10|Carver                                       |20
12-13|10|Carver                                       |0110|01|WACONIA PUBLIC SCHOOL DISTRICT     |220|CLEARWATER MIDDLE                  |11|11|08|1|1|1|1|3|3|2|4|132|113|139|122|16|261|School|05-08|10|Carver                                       |20
12-13|10|Carver                                       |0110|01|WACONIA PUBLIC SCHOOL DISTRICT     |220|CLEARWATER MIDDLE                  |11|11|All Grades|3|4|9|5|17|11|10|7|541|492|580|519|66|1099|School|05-08|10|Carver                                       |20
12-13|10|Carver                                       |0110|01|WACONIA PUBLIC SCHOOL DISTRICT     |310|WACONIA SENIOR HIGH                |11|11|09|0|0|3|5|5|5|2|4|127|143|137|157|24|294|School|09-12|10|Carver                                       |32
12-13|10|Carver                                       |0110|01|WACONIA PUBLIC SCHOOL DISTRICT     |310|WACONIA SENIOR HIGH                |11|11|10|1|0|3|2|3|4|2|1|121|123|130|130|16|260|School|09-12|10|Carver                                       |32
12-13|10|Carver                                       |0110|01|WACONIA PUBLIC SCHOOL DISTRICT     |310|WACONIA SENIOR HIGH                |11|11|11|0|1|0|2|3|4|3|3|125|121|131|131|16|262|School|09-12|10|Carver                                       |32
12-13|10|Carver                                       |0110|01|WACONIA PUBLIC SCHOOL DISTRICT     |310|WACONIA SENIOR HIGH                |11|11|12|0|0|1|0|2|4|3|1|120|129|126|134|11|260|School|09-12|10|Carver                                       |32
12-13|10|Carver                                       |0110|01|WACONIA PUBLIC SCHOOL DISTRICT     |310|WACONIA SENIOR HIGH                |11|11|All Grades|1|1|7|9|13|17|10|9|493|516|524|552|67|1076|School|09-12|10|Carver                                       |32
12-13|10|Carver                                       |0110|01|WACONIA PUBLIC SCHOOL DISTRICT     |315|TRANSITIONS 110                    |11|11|12|0|0|0|0|0|0|0|0|4|4|4|4|0|8|School|12-12|10|Carver                                       |50
12-13|10|Carver                                       |0110|01|WACONIA PUBLIC SCHOOL DISTRICT     |315|TRANSITIONS 110                    |11|11|All Grades|0|0|0|0|0|0|0|0|4|4|4|4|0|8|School|12-12|10|Carver                                       |50
12-13|10|Carver                                       |0110|01|WACONIA PUBLIC SCHOOL DISTRICT     |601|WACONIA ALTERNATIVE LEARNING CENTER|11|11|09|0|0|0|0|0|0|0|0|1|0|1|0|0|1|School|09-12|10|Carver                                       |41
12-13|10|Carver                                       |0110|01|WACONIA PUBLIC SCHOOL DISTRICT     |601|WACONIA ALTERNATIVE LEARNING CENTER|11|11|10|0|0|0|0|0|0|0|0|1|0|1|0|0|1|School|09-12|10|Carver                                       |41
12-13|10|Carver                                       |0110|01|WACONIA PUBLIC SCHOOL DISTRICT     |601|WACONIA ALTERNATIVE LEARNING CENTER|11|11|11|0|0|0|0|0|0|1|0|3|0|4|0|1|4|School|09-12|10|Carver                                       |41
12-13|10|Carver                                       |0110|01|WACONIA PUBLIC SCHOOL DISTRICT     |601|WACONIA ALTERNATIVE LEARNING CENTER|11|11|12|0|0|0|0|1|1|0|0|21|7|22|8|2|30|School|09-12|10|Carver                                       |41
12-13|10|Carver                                       |0110|01|WACONIA PUBLIC SCHOOL DISTRICT     |601|WACONIA ALTERNATIVE LEARNING CENTER|11|11|All Grades|0|0|0|0|1|1|1|0|26|7|28|8|3|36|School|09-12|10|Carver                                       |41
12-13|10|Carver                                       |0110|01|WACONIA PUBLIC SCHOOL DISTRICT     |602|WACONIA AREA LEARNING CENTER SS/AS |11|11|11|0|0|0|0|0|1|0|1|0|0|0|2|2|2|School|11-12|10|Carver                                       |41
12-13|10|Carver                                       |0110|01|WACONIA PUBLIC SCHOOL DISTRICT     |602|WACONIA AREA LEARNING CENTER SS/AS |11|11|12|0|0|0|0|0|0|0|0|4|2|4|2|0|6|School|11-12|10|Carver                                       |41
12-13|10|Carver                                       |0110|01|WACONIA PUBLIC SCHOOL DISTRICT     |602|WACONIA AREA LEARNING CENTER SS/AS |11|11|All Grades|0|0|0|0|0|1|0|1|4|2|4|4|2|8|School|11-12|10|Carver                                       |41
12-13|10|Carver                                       |0111|01|WATERTOWN-MAYER PUBLIC SCHOOL DIST.|837|WATERTOWN-MAYER PRIMARY SCHOOL     |11|11|PK|0|0|2|0|1|1|0|0|30|10|33|11|4|44|School|PK-KG|10|Carver                                       |10
12-13|10|Carver                                       |0111|01|WATERTOWN-MAYER PUBLIC SCHOOL DIST.|837|WATERTOWN-MAYER PRIMARY SCHOOL     |11|11|KG|0|0|1|1|1|0|1|0|64|50|67|51|4|118|School|PK-KG|10|Carver                                       |10
12-13|10|Carver                                       |0111|01|WATERTOWN-MAYER PUBLIC SCHOOL DIST.|837|WATERTOWN-MAYER PRIMARY SCHOOL     |11|11|All Grades|0|0|3|1|2|1|1|0|94|60|100|62|8|162|School|PK-KG|10|Carver                                       |10
12-13|10|Carver                                       |0111|01|WATERTOWN-MAYER PUBLIC SCHOOL DIST.|839|WATERTOWN-MAYER ELEMENTARY SCHOOL  |11|11|01|0|0|0|1|1|1|1|0|53|65|55|67|4|122|School|01-05|10|Carver                                       |10
12-13|10|Carver                                       |0111|01|WATERTOWN-MAYER PUBLIC SCHOOL DIST.|839|WATERTOWN-MAYER ELEMENTARY SCHOOL  |11|11|02|1|0|1|0|0|0|1|1|63|63|66|64|4|130|School|01-05|10|Carver                                       |10
12-13|10|Carver                                       |0111|01|WATERTOWN-MAYER PUBLIC SCHOOL DIST.|839|WATERTOWN-MAYER ELEMENTARY SCHOOL  |11|11|03|0|1|1|1|0|4|2|0|61|47|64|53|9|117|School|01-05|10|Carver                                       |10
12-13|10|Carver                                       |0111|01|WATERTOWN-MAYER PUBLIC SCHOOL DIST.|839|WATERTOWN-MAYER ELEMENTARY SCHOOL  |11|11|04|0|0|1|1|1|2|0|0|52|60|54|63|5|117|School|01-05|10|Carver                                       |10
12-13|10|Carver                                       |0111|01|WATERTOWN-MAYER PUBLIC SCHOOL DIST.|839|WATERTOWN-MAYER ELEMENTARY SCHOOL  |11|11|05|0|0|2|1|2|0|1|1|60|73|65|75|7|140|School|01-05|10|Carver                                       |10
12-13|10|Carver                                       |0111|01|WATERTOWN-MAYER PUBLIC SCHOOL DIST.|839|WATERTOWN-MAYER ELEMENTARY SCHOOL  |11|11|All Grades|1|1|5|4|4|7|5|2|289|308|304|322|29|626|School|01-05|10|Carver                                       |10
12-13|10|Carver                                       |0111|01|WATERTOWN-MAYER PUBLIC SCHOOL DIST.|841|WATERTOWN-MAYER MIDDLE             |11|11|06|0|1|1|0|2|1|4|0|52|59|59|61|9|120|School|06-08|10|Carver                                       |20
12-13|10|Carver                                       |0111|01|WATERTOWN-MAYER PUBLIC SCHOOL DIST.|841|WATERTOWN-MAYER MIDDLE             |11|11|07|0|1|0|0|0|1|1|1|78|52|79|55|4|134|School|06-08|10|Carver                                       |20
12-13|10|Carver                                       |0111|01|WATERTOWN-MAYER PUBLIC SCHOOL DIST.|841|WATERTOWN-MAYER MIDDLE             |11|11|08|0|0|0|0|2|0|2|2|52|50|56|52|6|108|School|06-08|10|Carver                                       |20
12-13|10|Carver                                       |0111|01|WATERTOWN-MAYER PUBLIC SCHOOL DIST.|841|WATERTOWN-MAYER MIDDLE             |11|11|All Grades|0|2|1|0|4|2|7|3|182|161|194|168|19|362|School|06-08|10|Carver                                       |20
12-13|10|Carver                                       |0111|01|WATERTOWN-MAYER PUBLIC SCHOOL DIST.|842|WATERTOWN MAYER HIGH               |11|11|09|1|1|1|0|0|1|0|1|54|51|56|54|5|110|School|09-12|10|Carver                                       |32
12-13|10|Carver                                       |0111|01|WATERTOWN-MAYER PUBLIC SCHOOL DIST.|842|WATERTOWN MAYER HIGH               |11|11|10|1|0|0|0|4|1|0|0|56|54|61|55|6|116|School|09-12|10|Carver                                       |32
12-13|10|Carver                                       |0111|01|WATERTOWN-MAYER PUBLIC SCHOOL DIST.|842|WATERTOWN MAYER HIGH               |11|11|11|0|1|0|1|2|0|0|2|43|54|45|58|6|103|School|09-12|10|Carver                                       |32
12-13|10|Carver                                       |0111|01|WATERTOWN-MAYER PUBLIC SCHOOL DIST.|842|WATERTOWN MAYER HIGH               |11|11|12|1|0|0|0|2|1|2|0|65|60|70|61|6|131|School|09-12|10|Carver                                       |32
12-13|10|Carver                                       |0111|01|WATERTOWN-MAYER PUBLIC SCHOOL DIST.|842|WATERTOWN MAYER HIGH               |11|11|All Grades|3|2|1|1|8|3|2|3|218|219|232|228|23|460|School|09-12|10|Carver                                       |32
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|060|CHASKA HIGH SCHOOL                 |11|11|09|3|1|5|13|21|33|12|9|123|128|164|184|97|348|School|09-12|10|Carver                                       |32
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|060|CHASKA HIGH SCHOOL                 |11|11|10|2|0|9|11|21|15|1|3|138|159|171|188|62|359|School|09-12|10|Carver                                       |32
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|060|CHASKA HIGH SCHOOL                 |11|11|11|1|0|12|6|20|17|9|3|117|116|159|142|68|301|School|09-12|10|Carver                                       |32
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|060|CHASKA HIGH SCHOOL                 |11|11|12|1|0|9|6|9|7|6|5|130|98|155|116|43|271|School|09-12|10|Carver                                       |32
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|060|CHASKA HIGH SCHOOL                 |11|11|All Grades|7|1|35|36|71|72|28|20|508|501|649|630|270|1279|School|09-12|10|Carver                                       |32
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|061|CHASKA MIDDLE SCHOOL EAST          |11|11|06|2|0|4|7|18|15|3|3|94|114|121|139|52|260|School|06-08|10|Carver                                       |20
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|061|CHASKA MIDDLE SCHOOL EAST          |11|11|07|1|0|4|2|10|7|4|3|103|101|122|113|31|235|School|06-08|10|Carver                                       |20
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|061|CHASKA MIDDLE SCHOOL EAST          |11|11|08|0|0|6|5|8|12|1|2|116|97|131|116|34|247|School|06-08|10|Carver                                       |20
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|061|CHASKA MIDDLE SCHOOL EAST          |11|11|All Grades|3|0|14|14|36|34|8|8|313|312|374|368|117|742|School|06-08|10|Carver                                       |20
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|062|CHASKA MIDDLE SCHOOL WEST          |11|11|06|1|1|7|6|11|5|4|3|127|99|150|114|38|264|School|06-08|10|Carver                                       |20
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|062|CHASKA MIDDLE SCHOOL WEST          |11|11|07|0|1|8|3|12|12|6|3|113|87|139|106|45|245|School|06-08|10|Carver                                       |20
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|062|CHASKA MIDDLE SCHOOL WEST          |11|11|08|0|0|6|8|6|15|2|6|114|121|128|150|43|278|School|06-08|10|Carver                                       |20
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|062|CHASKA MIDDLE SCHOOL WEST          |11|11|All Grades|1|2|21|17|29|32|12|12|354|307|417|370|126|787|School|06-08|10|Carver                                       |20
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|063|PIONEER RIDGE MIDDLE SCHOOL        |11|11|06|0|0|3|5|10|9|4|9|89|88|106|111|40|217|School|06-08|10|Carver                                       |20
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|063|PIONEER RIDGE MIDDLE SCHOOL        |11|11|07|0|2|5|2|6|9|1|2|106|96|118|111|27|229|School|06-08|10|Carver                                       |20
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|063|PIONEER RIDGE MIDDLE SCHOOL        |11|11|08|0|1|5|3|12|9|4|2|103|93|124|108|36|232|School|06-08|10|Carver                                       |20
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|063|PIONEER RIDGE MIDDLE SCHOOL        |11|11|All Grades|0|3|13|10|28|27|9|13|298|277|348|330|103|678|School|06-08|10|Carver                                       |20
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|064|CHANHASSEN HIGH SCHOOL             |11|11|09|1|0|4|7|3|4|6|2|195|188|209|201|27|410|School|09-12|10|Carver                                       |32
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|064|CHANHASSEN HIGH SCHOOL             |11|11|10|0|2|7|12|8|5|2|1|203|174|220|194|37|414|School|09-12|10|Carver                                       |32
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|064|CHANHASSEN HIGH SCHOOL             |11|11|11|0|0|5|5|3|4|4|2|196|160|208|171|23|379|School|09-12|10|Carver                                       |32
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|064|CHANHASSEN HIGH SCHOOL             |11|11|12|1|1|8|6|4|6|6|4|164|173|183|190|36|373|School|09-12|10|Carver                                       |32
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|064|CHANHASSEN HIGH SCHOOL             |11|11|All Grades|2|3|24|30|18|19|18|9|758|695|820|756|123|1576|School|09-12|10|Carver                                       |32
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|065|INTEGRATED ARTS ACADEMY            |11|11|09|0|0|0|0|0|0|0|0|2|3|2|3|0|5|School|09-12|10|Carver                                       |41
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|065|INTEGRATED ARTS ACADEMY            |11|11|10|0|0|0|0|2|3|0|0|2|6|4|9|5|13|School|09-12|10|Carver                                       |41
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|065|INTEGRATED ARTS ACADEMY            |11|11|11|0|0|0|0|2|2|2|0|14|7|18|9|6|27|School|09-12|10|Carver                                       |41
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|065|INTEGRATED ARTS ACADEMY            |11|11|12|0|0|1|0|4|2|2|1|16|2|23|5|10|28|School|09-12|10|Carver                                       |41
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|065|INTEGRATED ARTS ACADEMY            |11|11|All Grades|0|0|1|0|8|7|4|1|34|18|47|26|21|73|School|09-12|10|Carver                                       |41
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|069|STEPS TOWARD ADULT RESPONSIBILITY  |11|11|12|0|0|0|0|0|0|0|0|11|7|11|7|0|18|School|12-12|10|Carver                                       |50
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|069|STEPS TOWARD ADULT RESPONSIBILITY  |11|11|All Grades|0|0|0|0|0|0|0|0|11|7|11|7|0|18|School|12-12|10|Carver                                       |50
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|501|LA ACADEMIA                        |11|11|KG|0|0|1|0|8|11|0|0|19|11|28|22|20|50|School|KG-01|10|Carver                                       |10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|501|LA ACADEMIA                        |11|11|01|0|0|0|0|12|5|0|0|15|8|27|13|17|40|School|KG-01|10|Carver                                       |10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|501|LA ACADEMIA                        |11|11|All Grades|0|0|1|0|20|16|0|0|34|19|55|35|37|90|School|KG-01|10|Carver                                       |10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|505|CHASKA ELEMENTARY                  |11|11|KG|0|0|0|0|1|2|4|0|18|17|23|19|7|42|School|KG-05|10|Carver                                       |10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|505|CHASKA ELEMENTARY                  |11|11|01|0|0|1|1|10|5|7|2|38|30|56|38|26|94|School|KG-05|10|Carver                                       |10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|505|CHASKA ELEMENTARY                  |11|11|02|0|2|0|1|13|6|2|4|34|23|49|36|28|85|School|KG-05|10|Carver                                       |10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|505|CHASKA ELEMENTARY                  |11|11|03|0|0|1|0|6|5|3|3|32|36|42|44|18|86|School|KG-05|10|Carver                                       |10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|505|CHASKA ELEMENTARY                  |11|11|04|0|1|1|2|6|9|1|4|30|25|38|41|24|79|School|KG-05|10|Carver                                       |10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|505|CHASKA ELEMENTARY                  |11|11|05|0|0|1|2|10|6|0|2|36|29|47|39|21|86|School|KG-05|10|Carver                                       |10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|505|CHASKA ELEMENTARY                  |11|11|All Grades|0|3|4|6|46|33|17|15|188|160|255|217|124|472|School|KG-05|10|Carver                                       |10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|506|CHANHASSEN ELEMENTARY              |11|11|KG|0|0|2|1|1|1|1|0|19|21|23|23|6|46|School|KG-05|10|Carver                                       |10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|506|CHANHASSEN ELEMENTARY              |11|11|01|1|0|2|2|2|3|3|1|26|21|34|27|14|61|School|KG-05|10|Carver                                       |10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|506|CHANHASSEN ELEMENTARY              |11|11|02|0|0|3|1|7|4|3|3|34|30|47|38|21|85|School|KG-05|10|Carver                                       |10
12-13|10|Carver                                       |0112|01|EASTERN CARVER COUNTY PUBLIC SCHOOL|506|CHANHASSEN ELEMENTARY              |11|11|03|0|0|2|0|3|4|0|1|39|35|44|40|10|84|School|KG-05|10|Carver                                       |10
